,index,date,county,state,fips,cases,deaths,new_cases,emp_combined,emp_combined_inclow,revenue_all,spend_all,month,year,median_income,median_age,pop,pop_density,over60,casesper100k,casesper100klog,region,pct_min,new_cases_per100k
1320,367024,2020-12-26,Loudon,Tennessee,47105.0,3973,30.0,55.0,,,-0.0782,0.0688,12,2020,28529.0,46.0,48556,211.8356,29.975698162945882,8182.304967460253,3.9128756623069267,TN,8.089628470219953,
1321,367302,2020-12-26,Madison,Tennessee,47113.0,7667,150.0,58.0,,,-0.268,0.0454,12,2020,26718.0,36.8,98294,176.4333,18.73257777687346,7800.069180214458,3.8920984545433215,TN,39.61788105072538,
1322,367584,2020-12-26,Maury,Tennessee,47119.0,8900,100.0,60.0,,,-0.474,-0.54,12,2020,30161.0,38.4,80956,132.0354,18.952270369089387,10993.626167300756,4.041140964916525,TN,17.371164583230396,
1323,367860,2020-12-26,Meigs,Tennessee,47121.0,922,14.0,3.0,,,,-0.127,12,2020,24033.0,42.9,11753,60.23421,24.189568620777674,7844.805581553646,3.894582184901324,TN,2.484472049689441,
1324,368141,2020-12-26,Monroe,Tennessee,47123.0,3678,52.0,26.0,,,-0.391,0.11,12,2020,22364.0,41.6,44519,70.04638,23.951571239246164,8261.641097059683,3.9170663243912185,TN,5.332554639592084,
1325,368415,2020-12-26,Morgan,Tennessee,47129.0,1451,11.0,12.0,,,,0.124,12,2020,21844.0,39.8,21987,42.10616,20.02092145358621,6599.354163824079,3.819501436024974,TN,4.52085323145495,
1326,368696,2020-12-26,Putnam,Tennessee,47141.0,8419,114.0,54.0,,,-0.138,0.0347,12,2020,24160.0,35.9,72321,180.3052,20.295626443218428,11641.155404377705,4.065996086915522,TN,7.346413904674991,
1327,368950,2020-12-26,Rhea,Tennessee,47143.0,3027,46.0,31.0,,,,-0.0564,12,2020,23097.0,39.8,31809,100.8602,22.424471061649214,9516.174667546922,3.9784624048296697,TN,5.6682071111949455,
1328,369231,2020-12-26,Roane,Tennessee,47145.0,4095,48.0,67.0,,,-0.567,0.0755,12,2020,26097.0,44.9,54181,150.2073,26.225060445543644,7558.0000369133095,3.878406889702092,TN,3.968180727561322,
1329,369520,2020-12-26,Rutherford,Tennessee,47149.0,27407,232.0,234.0,,,-0.392,0.0347,12,2020,32018.0,32.2,262604,423.9897,12.397754794291025,10436.627012535986,4.018560162791582,TN,19.187064934273657,
1330,369806,2020-12-26,Sevier,Tennessee,47155.0,8505,63.0,123.0,,,0.308,0.171,12,2020,23907.0,40.9,89889,151.7114,22.17401461802891,9461.669392250442,3.9759677689471937,TN,6.116432488958604,
1331,370100,2020-12-26,Shelby,Tennessee,47157.0,64356,839.0,343.0,,,-0.307,-0.0144,12,2020,28181.0,34.6,927644,1215.507,15.315358046836932,6937.5751904825565,3.8412077031051046,TN,57.72397600803757,
1332,370367,2020-12-26,Stewart,Tennessee,47161.0,845,19.0,8.0,,,,-0.0158,12,2020,24176.0,42.8,13324,29.00745,23.52897027919544,6341.939357550285,3.8022220849305532,TN,3.2873011107775443,
1333,370659,2020-12-26,Sullivan,Tennessee,47163.0,10374,167.0,141.0,,,-0.126,0.0999,12,2020,24758.0,43.6,156823,379.3832,25.472028975341626,6615.101101241527,3.8205364860708784,TN,3.602787856373108,
1334,370941,2020-12-26,Tipton,Tennessee,47167.0,5225,51.0,37.0,,,,-0.131,12,2020,30703.0,36.6,61081,133.2582,16.294756143481607,8554.214894975525,3.932180156200168,TN,20.821532063980616,
1335,371217,2020-12-26,Unicoi,Tennessee,47171.0,1377,38.0,24.0,,,,0.00337,12,2020,21814.0,44.9,18313,98.36971,26.99721509310326,7519.248621198056,3.8761744448508053,TN,3.9862392835690494,
1336,371491,2020-12-26,Union,Tennessee,47173.0,1174,12.0,5.0,,,,0.0917,12,2020,22784.0,40.1,19109,85.48,20.215605212203677,6143.701920560992,3.788430136483758,TN,1.418179915223193,
1337,371774,2020-12-26,Washington,Tennessee,47179.0,9769,153.0,118.0,,,-0.431,0.0514,12,2020,24948.0,39.3,122979,376.6991,21.493100448043972,7943.632652729328,3.90001915233257,TN,6.86865237154311,
1338,372071,2020-12-26,Williamson,Tennessee,47187.0,17006,118.0,229.0,,,-0.225,-0.368,12,2020,45817.0,38.5,183182,314.4219,15.102466399537072,9283.663242021596,3.9677193783603215,TN,8.792894498367744,
1339,372354,2020-12-26,Wilson,Tennessee,47189.0,11922,118.0,108.0,,,-0.434,0.0478,12,2020,35388.0,39.3,113993,199.6982,18.158132516908935,10458.536927706087,4.019470934180779,TN,9.639188371215775,
1340,372624,2020-12-26,Anderson,Texas,48001.0,4270,57.0,0.0,,,-0.299,0.0258,12,2020,23143.0,39.1,58458,55.01402,17.711861507407033,7304.3894762051395,3.8635839220915633,TX,36.94447295494201,
1341,372891,2020-12-26,Andrews,Texas,48003.0,1361,23.0,0.0,,,,-0.825,12,2020,33373.0,33.4,14786,9.852647,15.690518057622075,9204.653050182606,3.9640074233418363,TX,50.16231570404437,
1342,373167,2020-12-26,Angelina,Texas,48005.0,5186,136.0,0.0,,,-0.351,0.0829,12,2020,24657.0,36.3,86771,108.7659,18.969471367161837,5976.651185303846,3.7764579098878377,TX,34.781205702365995,
1343,373433,2020-12-26,Aransas,Texas,48007.0,691,22.0,0.0,,,,-0.123,12,2020,21631.0,49.0,23158,91.86981,32.81371448311599,2983.8500734087575,3.4747769977794998,TX,25.878746005699966,
1344,373659,2020-12-26,Archer,Texas,48009.0,494,5.0,0.0,,,,0.0665,12,2020,32611.0,42.6,9054,10.02536,21.912966644576983,5456.151977026729,3.7368864587644133,TX,7.897062072012369,
1345,373936,2020-12-26,Atascosa,Texas,48013.0,2878,60.0,0.0,,,-0.675,-0.00553,12,2020,24278.0,36.2,44911,36.82605,18.454276235220767,6408.229609672464,3.8067380643163884,TX,62.66616196477477,
1346,374213,2020-12-26,Austin,Texas,48015.0,962,14.0,9.0,,,,0.0442,12,2020,30570.0,40.7,28417,43.95457,21.814406869127637,3385.2975331667667,3.5295968447593946,TX,32.758560016891295,
1347,374475,2020-12-26,Bandera,Texas,48019.0,551,12.0,0.0,,,,-0.0179,12,2020,24939.0,48.8,20485,25.89888,28.87966804979253,2689.77300463754,3.429715630562624,TX,17.149133512326085,
1348,374756,2020-12-26,Bastrop,Texas,48021.0,3557,42.0,0.0,,,-0.458,0.211,12,2020,30057.0,38.4,74171,83.51176,17.613352927694113,4795.674859446414,3.6808497308206864,TX,40.395842040689764,
1349,374961,2020-12-26,Baylor,Texas,48023.0,185,7.0,0.0,,,,-0.169,12,2020,22319.0,47.0,3726,4.295192,31.18625872249061,4965.110037573805,3.69592887784279,TX,14.224369296833066,
1350,375250,2020-12-26,Bell,Texas,48027.0,11802,159.0,0.0,,,-0.253,0.054,12,2020,29284.0,29.6,310235,295.1763,12.691346882202199,3804.212935355456,3.5802648179556247,TX,43.09958579786291,
1351,375569,2020-12-26,Bexar,Texas,48029.0,106805,1685.0,0.0,,,-0.563,-0.0233,12,2020,27976.0,32.8,1714773,1383.082,14.873863770889793,6228.521209512863,3.794384947657182,TX,66.23908820584414,
1352,375846,2020-12-26,Blanco,Texas,48031.0,273,7.0,0.0,,,,0.185,12,2020,30193.0,46.7,10497,14.80012,26.807659331237502,2600.7430694484137,3.415097449838187,TX,18.843479089263596,
1353,376102,2020-12-26,Bosque,Texas,48035.0,742,16.0,0.0,,,,0.189,12,2020,26155.0,45.2,18212,18.52736,28.607511530858773,4074.236766966835,3.6100462636428747,TX,17.691631891060837,
1354,376388,2020-12-26,Bowie,Texas,48037.0,3816,119.0,35.0,,,-0.328,0.404,12,2020,27641.0,37.9,92565,104.5926,19.89196780640631,4122.508507535245,3.61516156056199,TX,30.734078755469135,
1355,376676,2020-12-26,Brazoria,Texas,48039.0,19992,229.0,0.0,,,-0.567,-0.0706,12,2020,40496.0,35.1,313166,230.659,14.15990241597108,6383.83477133533,3.8050816379250754,TX,39.72461889221691,
1356,376961,2020-12-26,Brazos,Texas,48041.0,13601,135.0,0.0,,,-0.388,0.0312,12,2020,24118.0,24.5,194851,332.8253,10.357144690045212,6980.205387706504,3.8438682016253485,TX,34.29235672385567,
1357,377243,2020-12-26,Brown,Texas,48049.0,2543,62.0,0.0,,,-0.402,0.404,12,2020,25515.0,40.1,38106,40.348,23.90962053219965,6673.48973914869,3.8243529970529906,TX,23.18532514564636,
1358,377517,2020-12-26,Burleson,Texas,48051.0,915,14.0,0.0,,,,0.124,12,2020,30170.0,43.0,17187,26.07938,24.250887298539595,5323.791237563275,3.7262210170971732,TX,30.62780008145691,
1359,377794,2020-12-26,Burnet,Texas,48053.0,1903,26.0,0.0,,,-0.0855,0.0248,12,2020,27425.0,43.2,42750,42.99688,25.78479532163743,4451.461988304094,3.648502669222829,TX,22.030409356725144,
1360,378068,2020-12-26,Caldwell,Texas,48055.0,2292,40.0,0.0,,,,0.278,12,2020,27173.0,34.8,38066,69.813,16.957389796668938,6021.1212105290815,3.7796773700296145,TX,53.87222193033153,
1361,378344,2020-12-26,Calhoun,Texas,48057.0,1184,10.0,0.0,,,,0.404,12,2020,26914.0,38.4,21381,42.18488,20.79884009167017,5537.626864973575,3.743323688870285,TX,49.04822038258267,
1362,378627,2020-12-26,Cameron,Texas,48061.0,28875,1172.0,0.0,,,-0.159,0.118,12,2020,19933.0,30.6,406220,455.9544,15.348333415390675,7108.2172221948695,3.8517606910746127,TX,88.59780414553693,
1363,378905,2020-12-26,Chambers,Texas,48071.0,2627,26.0,0.0,,,,0.141,12,2020,37261.0,36.1,35096,58.77374,14.728174150900388,7485.183496694781,3.8742024513891815,TX,27.088557100524277,
1364,379180,2020-12-26,Cherokee,Texas,48073.0,2943,71.0,0.0,,,,0.103,12,2020,23891.0,37.4,50845,48.28986,20.78867145245353,5788.179762021831,3.762542010429348,TX,35.39581079752189,
1365,379450,2020-12-26,Clay,Texas,48077.0,638,10.0,0.0,,,,0.241,12,2020,27652.0,44.8,10752,9.875808,24.702380952380953,5933.7797619047615,3.7733314230114123,TX,4.873511904761904,
1366,379743,2020-12-26,Collin,Texas,48085.0,45092,350.0,1022.0,,,-0.45,-0.0685,12,2020,46479.0,35.0,782341,930.0024,12.0949816000951,5763.7270704206985,3.7607034074964605,TX,23.230407200952016,
1367,380013,2020-12-26,Colorado,Texas,48089.0,989,14.0,15.0,,,,0.0346,12,2020,29522.0,43.6,20874,21.73755,25.97968764970777,4737.951518635623,3.675590612465947,TX,39.24499377215675,
1368,380291,2020-12-26,Comal,Texas,48091.0,6000,146.0,0.0,,,-0.231,0.0424,12,2020,36265.0,42.5,108472,193.8813,22.657459989674763,5531.381370307545,3.742833602658332,TX,26.473191238291914,
1369,380552,2020-12-26,Cooke,Texas,48097.0,2092,28.0,0.0,,,-0.449,0.147,12,2020,30926.0,39.4,38437,43.94009000000001,22.093295522543386,5442.672425007154,3.735812196471603,TX,18.344303665738742,
1370,380829,2020-12-26,Coryell,Texas,48099.0,3273,29.0,0.0,,,-0.459,0.404,12,2020,26408.0,29.8,75388,71.65709,10.914203852071948,4341.539767602271,3.637643783424142,TX,31.723881784899458,
1371,381121,2020-12-26,Dallas,Texas,48113.0,180806,1925.0,1388.0,,,-0.366,-0.018,12,2020,31136.0,32.5,2368139,2718.002,12.967482060808086,7634.940347673849,3.8828056482323503,TX,60.559789775853524,
1372,381408,2020-12-26,Denton,Texas,48121.0,36813,320.0,510.0,,,-0.459,-0.0283,12,2020,40677.0,33.0,662614,754.3141,11.070246025589556,5555.723241585599,3.7447406032200248,TX,26.617306606863124,
1373,381691,2020-12-26,DeWitt,Texas,48123.0,1411,47.0,0.0,,,,0.102,12,2020,27063.0,42.8,20097,22.10951,24.70020401054884,7020.948400258745,3.846395781243585,TX,41.6878141016072,
1374,381948,2020-12-26,Duval,Texas,48131.0,818,28.0,0.0,,,,0.264,12,2020,20615.0,37.3,11782,6.5693470000000005,21.54133423866916,6942.794092683755,3.8415342852713485,TX,89.40757087081991,
1375,382221,2020-12-26,Ector,Texas,48135.0,11463,218.0,0.0,,,-0.573,-0.783,12,2020,31823.0,31.4,137130,152.7592,14.535841901844964,8359.221176985344,3.9221658163990782,TX,57.22453146649163,
1376,382506,2020-12-26,Ellis,Texas,48139.0,11961,159.0,0.0,,,-0.297,0.0615,12,2020,34653.0,35.0,149610,159.9274,15.005013033888108,7994.786444756366,3.9028068674440313,TX,32.51320098923869,
1377,382795,2020-12-26,El Paso,Texas,48141.0,97053,1610.0,331.0,,,-0.272,0.0363,12,2020,23153.0,31.3,800647,790.6118,14.443943460726139,12121.821476880574,4.083567883685163,TX,85.3057589674351,
1378,383072,2020-12-26,Fayette,Texas,48149.0,1239,32.0,0.0,,,,-0.0028,12,2020,30069.0,46.4,24554,25.84609,28.553392522603243,5046.021014905921,3.702949054869363,TX,25.319703510629633,
1379,383370,2020-12-26,Fort Bend,Texas,48157.0,33985,377.0,0.0,,,-0.608,0.0864,12,2020,40880.0,35.0,585375,679.4985,11.982062780269056,5805.680119581465,3.7638531034681444,TX,45.233397394832366,
1380,383626,2020-12-26,Freestone,Texas,48161.0,885,22.0,0.0,,,,0.227,12,2020,26288.0,40.9,19816,22.57619,23.021800565199836,4466.08800968914,3.6499272771200446,TX,29.70831651190956,
1381,383903,2020-12-26,Gaines,Texas,48165.0,1201,26.0,0.0,,,,-0.189,12,2020,27542.0,28.4,17526,11.66553,12.529955494693596,6852.676024192628,3.8358602000457127,TX,38.331621590779406,
1382,384192,2020-12-26,Galveston,Texas,48167.0,19806,211.0,0.0,,,-0.531,0.0529,12,2020,34255.0,37.2,291309,769.9291,16.67404714581424,6798.966046363141,3.8324428723384076,TX,36.17533272229832,
1383,384461,2020-12-26,Gillespie,Texas,48171.0,1369,18.0,0.0,,,-0.461,-0.102,12,2020,28772.0,49.6,24837,23.47069,34.32781736924749,5511.937834682128,3.7413043108214192,TX,20.36477835487378,
1384,384730,2020-12-26,Goliad,Texas,48175.0,272,8.0,0.0,,,,0.162,12,2020,27950.0,45.7,7210,8.462299,26.72676837725381,3772.53814147018,3.5766336393147697,TX,38.90429958391123,
1385,385000,2020-12-26,Gonzales,Texas,48177.0,1599,25.0,0.0,,,,0.000831,12,2020,27132.0,37.2,19807,18.5687,20.70480133286212,8072.903518957944,3.907029762165746,TX,54.63220073711313,
1386,385278,2020-12-26,Grayson,Texas,48181.0,6311,153.0,0.0,,,-0.389,0.0997,12,2020,27892.0,39.5,120877,129.5846,21.65589814439472,5221.0097868080775,3.717754507298584,TX,17.181928737476937,
1387,385569,2020-12-26,Gregg,Texas,48183.0,6548,154.0,0.0,,,-0.391,0.317,12,2020,25980.0,35.3,121730,445.4036,18.551712807031954,5379.117719543251,3.7307110487229345,TX,36.48073605520415,
1388,385846,2020-12-26,Grimes,Texas,48185.0,1745,41.0,0.0,,,,0.141,12,2020,26262.0,40.0,26604,33.78461,19.84288076980905,6559.164035483386,3.8168484921330856,TX,37.746203578409265,
1389,386123,2020-12-26,Guadalupe,Texas,48187.0,6791,102.0,0.0,,,-0.389,0.139,12,2020,33952.0,36.4,131533,184.9193,16.802627477515152,5162.962906647002,3.712899004865857,TX,42.119468118266894,
1390,386400,2020-12-26,Hale,Texas,48189.0,4953,119.0,0.0,,,,0.00985,12,2020,25386.0,32.2,36273,36.10394,16.508146555289063,13654.784550492102,4.1352848520941645,TX,61.18600612025473,
1391,386677,2020-12-26,Hardin,Texas,48199.0,3178,48.0,0.0,,,-0.565,0.0168,12,2020,30905.0,38.1,54635,61.34853,19.106799670540866,5816.784112748238,3.7646829454586674,TX,10.20774228974101,
1392,386974,2020-12-26,Harris,Texas,48201.0,225443,3328.0,78.0,,,-0.484,0.0914,12,2020,31323.0,32.2,4092459,2402.414,12.394846228147916,5508.741810241715,3.7410524178598,TX,59.79368394405418,
1393,387249,2020-12-26,Harrison,Texas,48203.0,2355,60.0,12.0,,,-0.362,0.386,12,2020,26572.0,37.4,65631,72.92730999999998,19.300330636437053,3588.2433606070304,3.554881889941905,TX,32.99050753454923,
1394,387537,2020-12-26,Hays,Texas,48209.0,10259,122.0,0.0,,,-0.439,0.278,12,2020,31519.0,30.4,157107,231.7287,13.019789060958455,6529.94456007689,3.8149094940844317,TX,38.7869413838976,
1395,387810,2020-12-26,Henderson,Texas,48213.0,3393,69.0,0.0,,,-0.44,-0.0192,12,2020,23787.0,42.8,78532,89.87945,26.095094993123823,4320.5317577548,3.635537201733055,TX,17.03382060815973,
1396,388088,2020-12-26,Hidalgo,Texas,48215.0,49728,2176.0,0.0,,,-0.386,0.109,12,2020,19271.0,28.3,774769,493.2117,12.961928006928515,6418.429235036508,3.8074287573488257,TX,91.22396482048197,
1397,388360,2020-12-26,Hill,Texas,48217.0,2053,29.0,0.0,,,,0.0463,12,2020,25335.0,41.0,35089,36.59436,24.93373991849297,5850.836444469777,3.7672179579198,TX,24.654450112570892,
1398,388635,2020-12-26,Hood,Texas,48221.0,3533,67.0,0.0,,,-0.161,0.191,12,2020,31204.0,45.9,51182,121.6761,28.949630729553363,6902.817396741041,3.839026384957673,TX,10.71861201203548,
1399,388887,2020-12-26,Houston,Texas,48225.0,1035,23.0,7.0,,,,-0.0813,12,2020,21103.0,43.6,23732,19.28006,25.514073824372158,4361.200067419518,3.6396060101275203,TX,35.99780886566661,
1400,389148,2020-12-26,Howard,Texas,48227.0,3854,61.0,11.0,,,,-0.634,12,2020,25808.0,38.5,35012,38.86805,17.80532388895236,11007.654518450818,4.041694790523981,TX,44.087741345824284,
1401,389425,2020-12-26,Hunt,Texas,48231.0,3588,78.0,0.0,,,-0.331,0.0477,12,2020,26198.0,37.8,86129,102.4957,19.585737672560924,4165.844256870508,3.6197030294988917,TX,21.925251657397627,
1402,389692,2020-12-26,Hutchinson,Texas,48233.0,1143,43.0,0.0,,,,-0.039,12,2020,24896.0,37.8,22150,24.96003,20.06772009029345,5160.270880361174,3.7126724998361933,TX,22.320541760722346,
1403,389968,2020-12-26,Jackson,Texas,48239.0,1057,19.0,0.0,,,,0.236,12,2020,27460.0,39.4,14075,16.96939,21.989342806394315,7509.769094138544,3.8756265837840425,TX,35.99999999999999,
1404,390237,2020-12-26,Jasper,Texas,48241.0,1377,41.0,0.0,,,,-0.05,12,2020,24871.0,40.5,35710,38.03609,22.968356202744328,3856.062727527303,3.586144090064142,TX,22.335480257630913,
1405,390515,2020-12-26,Jefferson,Texas,48245.0,12974,208.0,0.0,,,-0.447,0.124,12,2020,27672.0,36.0,252273,287.8859,17.677674582694145,5142.841287018428,3.711203121786444,TX,50.81399912000095,
1406,390784,2020-12-26,Jim Wells,Texas,48249.0,2609,63.0,0.0,,,,0.189,12,2020,21554.0,34.9,40838,47.21342,18.453401243939467,6388.657622802292,3.8054096143002503,TX,79.56070326656547,
1407,391067,2020-12-26,Johnson,Texas,48251.0,10073,149.0,0.0,,,-0.281,0.0324,12,2020,31846.0,36.3,150934,208.2733,16.873600381623756,6673.777942676931,3.8243717522327,TX,20.736215829435384,
1408,391343,2020-12-26,Karnes,Texas,48255.0,1258,21.0,0.0,,,,0.185,12,2020,27036.0,37.2,14824,19.82996,18.93550998381004,8486.238532110092,3.928715234798409,TX,59.04614139233676,
1409,391620,2020-12-26,Kaufman,Texas,48257.0,8519,111.0,0.0,,,-0.266,0.0968,12,2020,31774.0,35.4,103350,132.3814,15.262699564586358,8242.864054184809,3.9160781372810147,TX,27.361393323657474,
1410,391897,2020-12-26,Kendall,Texas,48259.0,1366,31.0,0.0,,,-0.526,0.242,12,2020,34853.0,44.1,33410,50.43376,24.082609997006887,4088.5962286740496,3.6115742237073825,TX,20.939838371744983,
1411,392167,2020-12-26,Kerr,Texas,48265.0,2203,33.0,0.0,,,-0.38,0.0741,12,2020,27511.0,47.3,49625,44.97796,32.20554156171285,4439.2947103274555,3.647313977379596,TX,25.751133501259453,
1412,392440,2020-12-26,Kleberg,Texas,48273.0,1643,58.0,0.0,,,,0.404,12,2020,22844.0,29.0,32061,36.37887,16.035058170362745,5124.60621939428,3.709660499324955,TX,73.9091107576183,
1413,392708,2020-12-26,Lampasas,Texas,48281.0,678,14.0,0.0,,,,0.308,12,2020,30269.0,41.0,19677,27.60367,22.08670020836509,3445.6472023174265,3.5372708082453657,TX,20.709457742542053,
1414,392992,2020-12-26,Lavaca,Texas,48285.0,1660,53.0,0.0,,,,0.129,12,2020,29296.0,45.2,19263,19.86474,28.39640762082749,8617.55697451072,3.935384163403898,TX,22.727508695426465,
1415,393261,2020-12-26,Lee,Texas,48287.0,874,24.0,0.0,,,,0.394,12,2020,28827.0,39.8,16612,26.40952,21.412232121358052,5261.256922706478,3.7210895101965624,TX,33.29520828316879,
1416,393533,2020-12-26,Leon,Texas,48289.0,727,22.0,0.0,,,,0.0439,12,2020,23653.0,45.7,16801,15.65577,28.71852865900839,4327.123385512767,3.6361992790404973,TX,20.60591631450509,
1417,393810,2020-12-26,Liberty,Texas,48291.0,4116,89.0,76.0,,,-0.253,-0.044,12,2020,27199.0,36.4,75643,65.29862,16.662480335259044,5441.349496979232,3.735706621464601,TX,28.824874740557622,
1418,394087,2020-12-26,Limestone,Texas,48293.0,1198,22.0,0.0,,,,0.173,12,2020,23703.0,39.0,23384,25.83046,22.22887444406432,5123.161135819364,3.7095380157039126,TX,36.640437906260686,
1419,394364,2020-12-26,Llano,Texas,48299.0,589,8.0,0.0,,,,0.216,12,2020,25152.0,55.0,19301,20.66412,41.22584322055853,3051.655354644837,3.484535484057507,TX,8.569504170768354,
1420,394649,2020-12-26,Lubbock,Texas,48303.0,40929,524.0,476.0,,,-0.399,0.168,12,2020,26244.0,30.4,278831,311.3346,15.290624069777033,14678.783922878016,4.166690077551443,TX,39.40594840602372,
1421,394933,2020-12-26,McLennan,Texas,48309.0,17809,263.0,0.0,,,-0.272,0.0371,12,2020,25390.0,32.7,234906,226.5025,17.27925212638247,7581.330404502226,3.87974542418545,TX,38.41451474206703,
1422,395195,2020-12-26,Madison,Texas,48313.0,1083,16.0,0.0,,,,0.000673,12,2020,24769.0,34.5,13664,29.3178,19.211065573770487,7925.9367681498825,3.8990506032803904,TX,39.57113583138173,
1423,395471,2020-12-26,Martin,Texas,48317.0,520,13.0,5.0,,,,-0.318,12,2020,33282.0,34.7,4799,5.245129,17.336945196916023,10835.590748072516,4.034852593702378,TX,45.092727651594075,
1424,395757,2020-12-26,Matagorda,Texas,48321.0,1835,64.0,7.0,,,,0.304,12,2020,25473.0,38.4,36702,33.3571,20.121519263255404,4999.727535284181,3.698946337706662,TX,49.79020216881914,
1425,396041,2020-12-26,Medina,Texas,48325.0,2608,55.0,0.0,,,,0.0499,12,2020,26529.0,38.6,46006,34.71218,19.56701299830457,5668.8258053297395,3.7534931119660286,TX,51.91279398339347,
1426,396322,2020-12-26,Midland,Texas,48329.0,11195,184.0,0.0,,,-0.55,-0.29,12,2020,38804.0,33.5,136872,152.0294,15.529838096908062,8179.174703372494,3.9127094846183375,TX,44.33850604944766,
1427,396599,2020-12-26,Milam,Texas,48331.0,1309,11.0,0.0,,,,0.139,12,2020,26198.0,40.5,24757,24.34483,23.6498768025205,5287.393464474694,3.7232416298853424,TX,33.336026174415316,
1428,396874,2020-12-26,Montague,Texas,48337.0,1290,34.0,0.0,,,,0.0622,12,2020,27018.0,43.6,19719,21.18259,26.892844464729446,6541.913890156702,3.815704823299219,TX,10.056290886961813,
1429,397166,2020-12-26,Montgomery,Texas,48339.0,24366,255.0,0.0,,,-0.287,-0.0425,12,2020,37915.0,36.1,455746,437.4875,15.674520456570107,5346.399090721586,3.728061374253855,TX,25.035655825832812,
1430,397442,2020-12-26,Nacogdoches,Texas,48347.0,2886,92.0,31.0,,,-0.366,0.0888,12,2020,21426.0,29.8,64524,68.16847,16.60467422974397,4472.7543239724755,3.6505750442327316,TX,35.78048478085674,
1431,397717,2020-12-26,Navarro,Texas,48349.0,3612,54.0,0.0,,,-0.57,0.132,12,2020,24951.0,37.1,47735,47.27982,20.196920498585943,7566.774903110924,3.8789108147405464,TX,37.60553053315177,
1432,397987,2020-12-26,Newton,Texas,48351.0,368,17.0,0.0,,,,0.174,12,2020,21019.0,40.7,14445,15.47109,22.782969885773625,2547.5943232952577,3.406130272493302,TX,22.872966424368286,
1433,398265,2020-12-26,Nueces,Texas,48355.0,28579,542.0,164.0,,,-0.322,0.201,12,2020,27335.0,35.1,340223,405.7607,17.291012071494286,8400.078771864337,3.9242833586839776,TX,64.64289598292885,
1434,398542,2020-12-26,Orange,Texas,48361.0,4968,70.0,0.0,,,-0.446,0.0974,12,2020,31543.0,38.6,81837,245.2643,19.56572210613781,6070.603761134939,3.7832318866419143,TX,14.351699109204885,
1435,398811,2020-12-26,Panola,Texas,48365.0,954,39.0,10.0,,,,0.165,12,2020,26162.0,38.9,23796,29.6801,21.469994957135647,4009.0771558245087,3.6030444144511677,TX,24.52933266095142,
1436,399089,2020-12-26,Parker,Texas,48367.0,7734,89.0,0.0,,,-0.309,0.153,12,2020,32185.0,38.9,116927,129.4187,18.02663200116312,6614.3833331907945,3.820489360620817,TX,12.251233675712196,
1437,399362,2020-12-26,Polk,Texas,48373.0,2049,55.0,0.0,,,,0.0882,12,2020,25626.0,42.9,45413,42.96027,25.74813379428798,4511.923898443177,3.6543617658944085,TX,24.596481183802,
1438,399643,2020-12-26,Potter,Texas,48375.0,14890,292.0,0.0,,,-0.314,-0.00332,12,2020,25457.0,33.0,121073,133.286,15.229654836338408,12298.365448944025,4.0898473940673625,TX,45.47421803374824,
1439,399918,2020-12-26,Randall,Texas,48381.0,13507,175.0,0.0,,,-0.367,0.0564,12,2020,34417.0,35.3,120725,132.4402,17.70718575274384,11188.237730378962,4.04876168579163,TX,18.755021743632224,
1440,400155,2020-12-26,Refugio,Texas,48391.0,433,17.0,0.0,,,,-0.0979,12,2020,22952.0,43.0,7383,9.582786,26.168224299065415,5864.824597047271,3.7682550279309006,TX,53.772179330895305,
1441,400432,2020-12-26,Robertson,Texas,48395.0,851,13.0,0.0,,,-0.4,0.0943,12,2020,24907.0,40.4,16622,19.425420000000006,23.19817109854409,5119.720851883047,3.7092462821102425,TX,39.56202623029719,
1442,400708,2020-12-26,Rockwall,Texas,48397.0,5658,49.0,0.0,,,-0.402,-0.0884,12,2020,46518.0,35.9,78337,616.654,14.248694741948247,7222.640642352911,3.8586960073667846,TX,21.68962303892158,
1443,400992,2020-12-26,Rusk,Texas,48401.0,2410,50.0,9.0,,,,0.121,12,2020,26176.0,38.6,53330,57.71479,19.778736171010692,4519.03243952747,3.655045458891992,TX,31.95949746859179,
1444,401265,2020-12-26,San Jacinto,Texas,48407.0,419,19.0,0.0,,,,-0.182,12,2020,22614.0,43.0,26384,46.3493,24.704366282595515,1588.0836870830806,3.2008733846658517,TX,21.187083080654944,
1445,401542,2020-12-26,San Patricio,Texas,48409.0,2944,95.0,0.0,,,0.212,0.19,12,2020,26180.0,36.1,64804,93.45149,18.397012530090734,4542.929448799457,3.6573359923208986,TX,56.044379976544654,
1446,401817,2020-12-26,Shelby,Texas,48419.0,1027,40.0,10.0,,,,0.131,12,2020,22658.0,37.6,25448,31.986590000000003,21.337629676202454,4035.6806035837785,3.6059167874979714,TX,33.778685947815156,
1447,402106,2020-12-26,Smith,Texas,48423.0,12138,251.0,0.0,,,-0.243,0.292,12,2020,27384.0,35.6,209714,227.5902,19.544713276176125,5787.882544799108,3.762519709270912,TX,35.151205928073466,
1448,402398,2020-12-26,Tarrant,Texas,48439.0,135793,1389.0,0.0,,,-0.329,-0.00989,12,2020,33326.0,33.4,1809034,2094.739,13.350495347240573,7506.381859047426,3.8754306537433125,TX,41.566935723706685,
